"Rk","Player","Age","Tm","Pos","GP","CF","CA","CF%","CF% rel","C/60","Crel/60","FF","FA","FF%","FF% rel","oiSH%","oiSV%","PDO","oZS%","dZS%","TOI/60","TOI(EV)","TK","GV","SAtt.","Thru%"
726,Trevor Smith,23,NYI,C,7,62,104,37.3,-11.7,-31.1,-30.2,51,74,40.8,-7.8,5.3,91.1,96.3,46.2,53.8,11:48,11:33,3,0,12,58.3
727,Zack Smith,20,OTT,C,1,4,7,36.4,,-26.5,-26.5,3,6,33.3,,0.0,100.0,100.0,100.0,0.0,7:01,6:47,0,0,1,0.0
728,Jerred Smithson,29,NSH,RW,82,634,784,44.7,-6.8,-10.2,-11.9,478,597,44.5,-7.0,7.7,91.9,99.6,32.1,67.9,13:50,10:45,40,26,121,61.2
729,Radek Smolenak,22,TBL,LW,6,43,41,51.2,1.6,2.5,2.8,34,28,54.8,9.1,3.7,100.0,103.7,55.0,45.0,8:21,7:57,1,0,18,77.8
730,Jordan Smotherman,22,ATL,LW,2,6,12,33.3,,-27.0,-27.0,5,8,38.5,,0.0,83.3,83.3,33.3,66.7,6:40,6:40,0,0,2,50.0
731,Ryan Smyth,32,COL,LW,77,1133,1135,50.0,2.1,-0.1,2.1,864,802,51.9,2.7,7.7,89.4,97.1,49.7,50.3,20:16,15:03,48,70,380,67.6
732,Vladimir Sobotka,21,BOS,C,25,208,194,51.7,-2.1,3.3,0.6,155,144,51.8,1.1,7.5,84.2,91.8,61.7,38.3,10:33,10:17,8,0,40,47.5
733,Brent Sopel,32,CHI,D,23,216,230,48.4,-8.1,-3.3,-9.7,166,168,49.7,-6.7,7.2,89.3,96.5,46.9,53.1,13:49,10:58,7,7,32,46.9
734,Sheldon Souray,32,EDM,D,81,1237,1266,49.4,1.7,-1.3,1.2,946,996,48.7,0.7,8.4,92.9,101.3,49.4,50.6,24:50,16:01,45,92,528,50.8
735,Jaroslav Spacek,34,BUF,D,80,1261,1106,53.3,4.5,7.3,8.7,942,819,53.5,4.5,8.9,90.7,99.6,52.3,47.7,22:10,15:55,25,70,288,45.1
736,Jason Spezza,25,OTT,C,82,1189,1115,51.6,2.1,3.7,4.2,889,837,51.5,1.1,8.9,88.9,97.8,53.5,46.5,19:36,14:43,73,81,413,59.6
737,Janis Sprukts,27,FLA,C,1,6,11,35.3,-11.6,-24.4,-17.8,6,10,37.5,-8.5,0.0,100.0,100.0,37.5,62.5,12:19,12:19,3,0,2,50.0
738,Martin St. Louis,33,TBL,RW,82,1169,1132,50.8,3.3,1.9,4.4,899,883,50.4,2.8,10.3,91.0,101.3,61.5,38.5,21:17,14:35,74,68,453,57.8
739,Martin St. Pierre,25,BOS,C,14,109,109,50.0,-0.6,0.0,-0.6,83,83,50.0,0.5,7.1,90.2,97.3,54.2,45.8,11:24,9:27,6,2,26,57.7
740,Eric Staal,24,CAR,C,82,1478,1178,55.6,5.8,14.9,15.1,1139,876,56.5,6.4,8.3,91.5,99.7,51.9,48.1,21:00,14:46,55,37,635,58.4
741,Jordan Staal,20,PIT,C,82,985,1016,49.2,1.9,-1.6,1.2,729,736,49.8,0.3,9.9,91.1,101.0,40.0,60.0,19:51,13:46,45,44,300,55.3
742,Marc Staal,22,NYR,D,82,1439,1194,54.7,1.0,10.3,6.1,1097,936,54.0,0.2,6.4,90.2,96.6,53.3,46.7,21:08,17:24,41,31,214,44.9
743,Drew Stafford,23,BUF,RW,79,886,931,48.8,-1.4,-2.7,-2.9,694,711,49.4,-0.9,9.0,92.4,101.4,46.9,53.1,15:33,12:44,24,30,282,64.9
744,Garrett Stafford,29,DAL,D,3,52,34,60.5,15.4,22.6,25.7,35,28,55.6,11.7,8.3,88.9,97.2,59.1,40.9,18:00,15:57,0,0,14,35.7
745,Steve Staios,35,EDM,D,80,1002,1273,44.0,-6.3,-12.9,-13.3,750,965,43.7,-6.6,8.6,92.8,101.3,47.8,52.2,19:48,15:47,26,72,169,46.2
746,Matt Stajan,25,TOR,C,76,986,964,50.6,-0.5,1.4,0.2,734,717,50.6,-1.4,10.5,88.1,98.6,52.6,47.4,16:40,12:28,43,34,189,58.7
747,Steven Stamkos,18,TBL,C,79,808,881,47.8,-0.9,-4.7,-3.3,609,685,47.1,-1.8,8.9,91.4,100.3,58.3,41.8,14:56,11:45,49,33,328,54.9
748,Tim Stapleton,26,TOR,RW,4,48,54,47.1,3.6,-7.6,1.4,42,40,51.2,8.0,3.3,85.7,89.0,52.8,47.2,15:06,11:53,1,2,12,75.0
749,Paul Stastny,23,COL,C,45,570,567,50.1,0.2,0.3,0.3,445,374,54.3,2.8,7.6,87.8,95.4,47.9,52.1,21:14,14:30,33,28,168,70.2
750,Yan Stastny,26,STL,C,34,209,355,37.1,-13.6,-25.9,-26.5,172,271,38.8,-13.5,8.4,87.6,96.0,39.2,60.8,12:45,9:56,9,5,54,55.6
751,Brad Staubitz,24,SJS,RW,35,161,140,53.5,-1.1,5.9,0.9,125,108,53.6,-1.1,3.2,96.4,99.6,59.1,40.9,6:13,6:04,3,6,40,55.0
752,David Steckel,26,WSH,C,76,675,636,51.5,-4.5,3.1,-4.1,504,470,51.7,-3.9,6.0,92.9,98.9,48.4,51.6,13:48,9:48,35,38,181,56.9
753,Alex Steen,24,TOT,C,81,876,926,48.6,-4.4,0.0,0.0,682,678,50.1,-5.1,5.8,91.8,97.5,47.4,52.6,,,31,16,258,56.6
754,Lee Stempniak,25,TOT,RW,75,969,1004,49.1,-0.5,0.0,0.0,710,753,48.5,-0.8,8.2,90.9,99.1,50.9,49.1,,,39,31,335,51.0
755,Brett Sterling,24,ATL,LW,6,49,86,36.3,8.4,-31.0,-22.9,36,64,36.0,9.1,3.7,92.0,95.7,37.2,62.8,13:53,11:57,2,1,15,73.3
756,Anthony Stewart,24,FLA,RW,59,347,448,43.6,-6.3,-13.6,-13.5,266,354,42.9,-6.4,3.0,94.9,97.9,44.6,55.4,7:39,7:35,14,9,87,64.4
757,Chris Stewart,21,COL,RW,53,472,639,42.5,-5.9,-17.2,-15.4,344,476,42.0,-7.5,6.1,90.1,96.2,52.1,47.9,12:20,10:59,18,14,152,64.5
758,Greg Stewart,22,MTL,LW,20,136,165,45.2,3.0,-10.4,-1.4,101,123,45.1,5.9,5.1,91.8,97.0,51.9,48.1,8:37,8:22,2,0,21,76.2
759,Cory Stillman,35,FLA,LW,63,721,790,47.7,-1.8,-5.2,-4.6,546,616,47.0,-1.5,10.5,92.8,103.4,48.3,51.7,16:35,12:36,32,30,226,50.9
760,Jarret Stoll,26,LAK,C,74,820,776,51.4,-1.5,3.1,0.0,630,594,51.5,-1.3,6.8,91.5,98.3,49.9,50.1,17:04,11:26,26,28,281,55.2
761,Ryan Stone,23,PIT,C,2,15,18,45.5,10.7,-9.2,9.3,11,13,45.8,9.0,11.1,100.0,111.1,20.0,80.0,10:20,9:49,0,0,5,100.0
762,Zack Stortini,23,EDM,RW,52,238,354,40.2,-8.3,-18.7,-17.0,184,267,40.8,-7.5,12.8,89.6,102.4,43.8,56.2,7:17,7:09,3,9,39,59.0
763,Tyson Strachan,24,STL,D,30,281,276,50.4,0.2,0.9,0.6,205,216,48.7,-5.6,10.4,94.7,105.1,58.3,41.7,13:26,11:20,4,13,53,39.6
764,Anton Stralman,22,TOR,D,38,457,411,52.6,0.5,6.2,3.5,328,302,52.1,-0.6,9.1,89.3,98.5,63.4,36.6,15:03,11:40,10,16,99,42.4
765,Mark Streit,31,NYI,D,74,1304,1261,50.8,2.9,2.0,4.7,928,917,50.3,1.4,9.5,90.6,100.1,56.6,43.4,25:13,17:06,51,68,328,45.7
766,Jason Strudwick,33,EDM,D,71,570,777,42.3,-7.9,-15.7,-15.9,433,598,42.0,-8.1,8.3,92.8,101.1,51.2,48.8,12:38,11:10,16,25,67,47.8
767,Brad Stuart,29,DET,D,67,1074,954,53.0,-7.0,6.5,-3.3,846,743,53.2,-4.8,8.4,89.2,97.6,53.6,46.4,19:53,16:39,4,27,208,50.0
768,Colin Stuart,26,ATL,LW,33,250,293,46.0,-3.2,-8.2,-7.4,189,229,45.2,-5.0,6.8,92.8,99.6,38.1,61.9,12:29,9:35,20,4,92,58.7
769,Mark Stuart,24,BOS,D,82,961,987,49.3,-1.8,-1.4,-2.5,724,733,49.7,-1.1,9.3,94.4,103.7,50.9,49.1,15:12,13:50,6,16,164,37.2
770,Marco Sturm,30,BOS,LW,19,170,170,50.0,-3.2,0.0,-2.9,136,131,50.9,0.1,11.5,96.7,108.2,46.4,53.6,15:14,10:15,5,3,64,68.8
771,Steve Sullivan,34,NSH,LW,41,521,578,47.4,-1.4,-5.8,-4.4,405,439,48.0,-1.2,10.2,92.0,102.3,61.1,38.9,18:29,14:19,23,32,152,54.6
772,Alexander Sulzer,24,NSH,D,2,13,10,56.5,,13.8,13.8,7,9,43.8,,0.0,100.0,100.0,85.7,14.3,6:34,6:31,1,0,0,
773,Mats Sundin*,37,VAN,C,41,460,463,49.8,0.0,-0.3,-0.2,344,352,49.4,1.9,9.0,90.7,99.7,51.4,48.6,16:30,12:46,10,18,160,51.3
774,Ryan Suter,24,NSH,D,82,1349,1242,52.1,4.0,4.4,6.5,1044,970,51.8,3.3,7.8,90.0,97.8,49.3,50.7,24:16,17:46,45,46,291,49.1
775,Brian Sutherby,26,TOT,C,59,407,492,45.3,-10.8,0.0,0.0,329,376,46.7,-9.9,8.3,92.5,100.8,53.4,46.6,,,10,15,109,61.5
776,Brandon Sutter,19,CAR,C,50,300,337,47.1,-6.8,-6.7,-11.3,238,235,50.3,-4.1,6.0,93.1,99.1,52.9,47.1,8:50,6:37,22,6,85,67.1
777,Brett Sutter,21,CGY,LW,4,28,25,52.8,-4.2,5.8,-7.0,20,23,46.5,-7.4,15.4,76.5,91.9,50.0,50.0,8:04,7:42,0,1,10,60.0
778,Andy Sutton,33,NYI,D,23,325,428,43.2,-4.5,-16.2,-13.7,229,302,43.1,-5.5,11.4,92.0,103.4,44.4,55.6,20:14,16:33,8,12,42,45.2
779,Marek Svatos,26,COL,RW,69,635,667,48.8,0.4,-2.6,-0.7,479,479,50.0,0.5,8.2,90.4,98.7,57.6,42.4,13:06,10:41,14,20,235,59.6
780,Darryl Sydor,36,TOT,D,73,990,885,52.8,1.6,0.0,0.0,770,662,53.8,2.2,8.7,90.7,99.5,54.6,45.4,,,25,28,159,45.9
781,Petr Sykora,32,PIT,RW,76,799,963,45.3,-3.4,-10.5,-9.1,605,687,46.8,-3.0,10.6,92.7,103.3,60.7,39.3,16:17,12:19,11,19,313,57.5
782,Danny Syvret,23,PHI,D,2,20,18,52.6,,6.4,6.4,19,14,57.6,,6.3,83.3,89.6,50.0,50.0,9:26,9:26,0,0,0,
783,Paul Szczechura,23,TBL,C,31,296,300,49.7,-1.9,-0.7,-2.2,220,210,51.2,1.0,7.2,91.8,99.0,46.1,53.9,13:33,10:42,12,5,89,57.3
784,Jeff Taffe,27,PIT,LW,8,32,42,43.2,2.0,-10.9,-3.9,26,35,42.6,-0.9,0.0,88.5,88.5,50.0,50.0,8:30,6:51,0,1,9,55.6
785,Maxime Talbot,24,PIT,C,75,667,824,44.7,-4.7,-11.4,-10.8,503,582,46.4,-4.5,9.1,90.6,99.7,41.0,59.0,14:08,11:04,21,22,173,59.0
786,Barry Tallackson,25,NJD,RW,4,21,12,63.6,4.4,34.5,29.6,17,9,65.4,10.0,0.0,83.3,83.3,80.0,20.0,4:29,3:55,1,0,2,100.0
787,Henrik Tallinder,30,BUF,D,66,841,912,48.0,-2.8,-4.2,-5.0,656,692,48.7,-2.3,8.3,91.2,99.5,48.8,51.2,18:25,15:28,17,47,80,43.8
788,Jeff Tambellini,24,NYI,LW,65,728,803,47.6,-2.2,-5.8,-5.4,515,586,46.8,-4.2,4.9,90.6,95.5,48.5,51.5,13:07,11:60,19,16,168,58.3
789,Alex Tanguay,29,MTL,LW,50,556,617,47.4,-1.6,-6.2,-5.0,393,458,46.2,-3.1,13.9,93.7,107.6,46.4,53.6,16:05,11:51,31,24,141,53.2
790,Nick Tarnasky,24,TOT,LW,45,249,339,42.3,-8.1,0.0,0.0,190,269,41.4,-7.6,8.6,93.3,101.9,50.6,49.4,,,12,4,57,66.7
791,Bill Thomas,25,PIT,RW,16,72,113,38.9,-8.2,-21.1,-16.6,53,82,39.3,-8.5,5.7,87.5,93.2,25.3,74.7,9:31,7:18,5,2,28,60.7
792,Nate Thompson,24,NYI,C,43,333,457,42.2,-8.1,-18.7,-19.0,244,311,44.0,-7.1,5.3,90.5,95.8,37.0,63.0,12:05,9:16,22,7,93,60.2
793,Chris Thorburn,25,ATL,RW,82,636,760,45.6,-4.5,-9.7,-9.8,490,543,47.4,-2.5,6.4,92.2,98.6,46.1,53.9,9:35,9:22,22,20,131,64.9
794,Joe Thornton,29,SJS,C,82,1317,1045,55.8,0.9,13.1,8.1,994,818,54.9,-1.7,8.9,92.6,101.6,55.3,44.7,19:28,15:10,64,86,257,54.1
795,Shawn Thornton,31,BOS,LW,79,625,575,52.1,0.7,3.9,2.5,493,431,53.4,3.1,6.4,92.7,99.1,52.2,47.8,9:55,9:48,24,6,210,63.8
796,Viktor Tikhonov,20,PHX,RW,61,498,558,47.2,-0.8,-6.0,-3.6,381,422,47.4,-1.0,6.4,91.9,98.3,49.3,50.7,11:56,9:50,14,9,125,56.8
797,Kimmo Timonen,33,PHI,D,77,1071,1223,46.7,-2.3,-7.6,-6.4,803,886,47.5,-1.7,9.4,92.5,101.9,47.1,52.9,24:31,15:30,30,48,243,42.8
798,Daniel Tjarnqvist,32,COL,D,37,417,417,50.0,0.2,0.0,0.3,305,307,49.8,-1.8,7.4,92.5,99.9,56.9,43.1,14:40,13:24,3,11,46,41.3
799,Keith Tkachuk,36,STL,LW,79,910,862,51.4,2.6,3.0,4.1,702,648,52.0,2.2,8.2,89.7,97.9,46.8,53.2,16:57,12:17,19,34,295,62.7
800,Jiri Tlusty,20,TOR,C,14,146,143,50.5,-5.4,1.1,-6.0,119,106,52.9,-4.1,6.0,92.9,98.9,51.5,48.5,12:42,11:28,3,5,39,56.4
801,Jonathan Toews,20,CHI,C,82,1094,781,58.3,2.0,16.8,10.9,828,613,57.5,1.0,9.4,90.2,99.7,62.7,37.3,18:38,13:40,54,18,283,68.6
802,Ole-Kristian Tollefsen,24,CBJ,D,19,164,138,54.3,0.1,8.5,3.3,133,99,57.3,4.5,5.1,87.0,92.1,57.5,42.5,10:20,9:36,1,2,23,52.2
803,Jordin Tootoo,25,NSH,RW,72,706,762,48.1,-3.0,-4.1,-5.3,525,580,47.5,-3.7,5.0,92.5,97.5,46.9,53.1,12:05,11:16,31,31,246,56.1
804,Raffi Torres,27,CBJ,LW,51,464,457,50.4,-2.6,0.7,-2.5,351,335,51.2,-2.2,8.4,89.9,98.3,54.5,45.5,12:06,11:00,5,11,112,66.1
805,Darcy Tucker,33,COL,RW,63,639,670,48.8,0.8,-2.4,-0.1,470,480,49.5,-0.1,5.4,91.5,96.9,51.1,48.9,14:07,12:16,17,29,154,61.0
806,Kyle Turris,19,PHX,C,63,507,658,43.5,-2.9,-14.4,-10.4,375,486,43.6,-3.7,6.3,90.5,96.8,61.1,38.9,12:40,9:59,17,17,141,63.1
807,Fedor Tyutin,25,CBJ,D,82,1191,1044,53.3,0.6,6.4,3.7,915,797,53.4,0.5,9.4,90.2,99.7,50.1,49.9,23:30,16:55,16,26,336,49.7
808,R.J. Umberger,26,CBJ,C,82,984,951,50.9,-2.3,1.8,-1.4,749,711,51.3,-1.9,8.2,90.2,98.4,50.8,49.2,18:46,13:43,43,21,352,66.5
809,Scottie Upshall,25,TOT,RW,74,883,863,50.6,3.9,0.0,0.0,685,630,52.1,4.5,7.2,93.4,100.7,49.2,50.8,,,33,30,305,62.3
810,Ossi Vaananen,28,TOT,D,49,557,735,43.1,-8.0,0.0,0.0,424,554,43.4,-8.7,10.4,92.7,103.2,43.7,56.3,,,9,23,44,45.5
811,Boris Valabik,22,ATL,D,50,505,647,43.8,-4.8,-13.1,-11.6,370,488,43.1,-6.0,7.1,90.6,97.7,37.1,62.9,15:15,13:03,19,39,50,32.0
812,David Van Der Gulik,25,CGY,LW,6,55,32,63.2,11.8,28.7,27.2,44,21,67.7,19.0,5.7,80.0,85.7,61.5,38.5,8:29,8:01,2,2,15,73.3
813,Mike Van Ryn,29,TOR,D,27,410,378,52.0,-3.5,4.7,-1.9,307,259,54.2,-5.1,9.9,90.2,100.1,53.9,46.1,19:37,15:09,7,27,93,57.0
814,Jim Vandermeer,28,CGY,D,45,632,510,55.3,-4.3,11.6,1.8,455,412,52.5,-4.4,10.3,89.3,99.6,59.5,40.5,16:01,13:59,14,33,85,36.5
815,Thomas Vanek,25,BUF,LW,73,830,877,48.6,-2.2,-3.1,-3.9,632,696,47.6,-3.0,10.6,90.2,100.8,51.1,48.9,17:12,12:34,33,56,347,60.8
816,Stephane Veilleux,27,MIN,LW,81,828,1015,44.9,-5.3,-10.6,-10.9,636,771,45.2,-5.3,6.4,91.8,98.2,28.1,71.9,15:48,13:06,23,20,263,55.5
817,Antoine Vermette,26,TOT,C,79,861,972,47.0,-4.7,0.0,0.0,651,708,47.9,-4.7,7.1,91.7,98.8,48.1,51.9,,,39,33,273,63.7
818,Mike Vernace,22,COL,D,12,141,178,44.2,-6.1,-11.0,-11.3,108,127,46.0,-5.0,3.7,91.5,95.2,50.5,49.5,19:39,16:50,7,8,19,47.4
819,Kris Versteeg,22,CHI,LW,78,921,732,55.7,-0.8,11.8,5.7,719,583,55.2,-1.3,7.6,92.9,100.5,59.4,40.6,17:02,12:22,48,24,224,62.1
820,Ryan Vesce,26,SJS,RW,10,66,93,41.5,-12.0,-16.8,-19.7,47,66,41.6,-10.5,2.5,94.5,97.0,42.5,57.5,9:45,9:39,3,2,17,64.7
,,,,,,Corsi (EV),Corsi (EV),Corsi (EV),Corsi (EV),Corsi (EV),Corsi (EV),Fenwick (EV),Fenwick (EV),Fenwick (EV),Fenwick (EV),PDO (EV),PDO (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),,,,,,
Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,C/60,Crel/60,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%
821,Ivan Vishnevskiy,20,DAL,D,3,53,35,60.2,,23.0,23.0,45,28,61.6,,3.0,100.0,103.0,60.0,40.0,19:33,15:39,1,2,17,52.9
822,Lubomir Visnovsky,32,EDM,D,50,863,789,52.2,4.5,5.2,7.8,627,592,51.4,3.5,8.8,93.1,101.8,50.7,49.3,23:01,17:08,18,53,200,43.0
823,Marc-Edouard Vlasic,21,SJS,D,82,1464,1301,52.9,-3.7,6.6,-0.2,1125,996,53.0,-4.3,7.7,92.6,100.3,50.6,49.4,23:54,18:03,20,48,256,40.6
824,Anton Volchenkov,26,OTT,D,68,947,941,50.2,0.2,0.3,0.4,708,672,51.3,1.2,5.3,90.8,96.1,47.3,52.7,20:03,16:22,23,29,183,43.2
825,Jakub Voracek,19,CBJ,RW,80,735,654,52.9,0.6,5.8,3.6,569,504,53.0,0.4,10.6,91.5,102.2,64.2,35.8,12:39,10:24,33,22,156,64.7
826,Aaron Voros,27,NYR,LW,54,509,421,54.7,0.2,10.3,4.7,380,355,51.7,-3.2,6.8,90.5,97.3,60.3,39.7,11:11,9:29,6,11,108,61.1
827,Petr Vrana,23,NJD,C,16,86,84,50.6,-1.0,1.2,-0.6,59,62,48.8,-3.5,7.1,84.8,91.9,61.0,39.0,6:54,6:17,2,4,18,33.3
828,Radim Vrbata,27,TBL,RW,18,164,173,48.7,3.9,-2.8,3.4,130,130,50.0,4.8,6.4,93.3,99.7,63.6,36.4,14:13,10:46,14,8,69,59.4
829,Steve Wagner,24,STL,D,22,239,271,46.9,-2.7,-6.5,-6.0,182,216,45.7,-4.9,7.5,91.8,99.3,51.5,48.5,15:38,13:29,2,13,49,32.7
830,Matt Walker,28,CHI,D,65,871,753,53.6,-4.8,7.7,0.9,682,587,53.7,-4.1,7.7,92.1,99.8,55.4,44.6,16:38,14:12,7,46,160,51.9
831,Scott Walker,35,CAR,RW,41,515,431,54.4,2.0,10.1,7.0,366,317,53.6,0.8,7.2,90.2,97.4,51.1,48.9,13:20,12:13,23,9,122,58.2
832,Tim Wallace,24,PIT,RW,16,85,84,50.3,6.0,0.5,5.0,72,57,55.8,9.7,6.7,94.9,101.5,42.0,58.0,8:07,7:58,2,0,24,70.8
833,Niclas Wallin,33,CAR,D,64,827,803,50.7,-3.3,1.6,-3.6,607,605,50.1,-3.8,6.9,92.5,99.4,45.9,54.1,16:13,13:47,20,26,128,41.4
834,Ben Walter,24,NYI,C,4,26,39,40.0,-8.9,-20.4,-19.0,14,32,30.4,-11.9,0.0,91.3,91.3,37.0,63.0,10:58,9:33,1,1,7,28.6
835,Tom Wandell,22,DAL,C,14,133,125,51.6,-1.6,3.3,-0.8,98,95,50.8,-3.2,3.9,93.0,96.9,57.4,42.6,11:06,10:23,4,7,33,69.7
836,Aaron Ward,36,BOS,D,65,913,947,49.1,-1.9,-2.0,-3.0,698,699,50.0,0.2,8.8,93.7,102.5,44.1,55.9,18:41,15:54,5,22,123,42.3
837,Jason Ward,30,TBL,RW,1,6,9,40.0,4.5,-19.0,9.0,5,9,35.7,3.7,0.0,100.0,100.0,40.0,60.0,9:31,9:28,0,0,4,25.0
838,Joel Ward,28,NSH,RW,79,837,865,49.2,-0.4,-1.7,-1.2,643,658,49.4,-0.4,8.1,92.1,100.2,43.4,56.6,16:01,12:17,60,20,227,58.6
839,Mike Weaver,30,STL,D,58,663,706,48.4,-1.5,-3.1,-3.0,528,516,50.6,-0.5,5.6,92.2,97.8,48.0,52.0,17:16,14:09,19,24,67,53.7
840,Mike Weber,21,BUF,D,7,53,89,37.3,-11.1,-23.6,-21.5,42,67,38.5,-5.9,0.0,93.8,93.8,35.0,65.0,13:59,13:03,0,5,3,66.7
,,,,,,Corsi (EV),Corsi (EV),Corsi (EV),Corsi (EV),Corsi (EV),Corsi (EV),Fenwick (EV),Fenwick (EV),Fenwick (EV),Fenwick (EV),PDO (EV),PDO (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),,,,,,
Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,C/60,Crel/60,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%
841,Shea Weber,23,NSH,D,81,1359,1213,52.8,5.4,6.2,9.0,1056,946,52.7,5.0,8.6,91.0,99.6,49.4,50.6,23:58,17:32,19,33,482,52.1
842,Yannick Weber,20,MTL,D,3,26,24,52.0,10.6,4.1,19.3,19,17,52.8,9.7,0.0,90.0,90.0,47.1,52.9,15:06,9:45,0,0,12,50.0
843,Doug Weight,38,NYI,C,53,653,781,45.5,-3.3,-11.0,-9.7,467,584,44.4,-4.9,7.1,90.1,97.3,54.0,46.0,18:16,13:12,18,20,162,58.6
844,Stephen Weiss,25,FLA,C,78,979,954,50.6,3.3,1.5,4.6,771,741,51.0,5.1,10.9,92.9,103.8,45.7,54.3,17:48,13:05,34,31,258,59.7
845,Noah Welch,26,TOT,D,40,314,387,44.8,-6.3,0.0,0.0,241,293,45.1,-4.0,5.8,91.3,97.1,49.5,50.5,,,5,10,44,50.0
846,Craig Weller,28,MIN,RW,36,154,227,40.4,-6.8,-18.9,-16.7,117,169,40.9,-6.3,5.1,94.3,99.4,45.8,54.2,6:57,6:26,5,5,46,58.7
847,Kyle Wellwood,25,VAN,C,74,605,683,47.0,-3.0,-6.1,-6.1,451,523,46.3,-3.8,8.4,93.9,102.3,54.2,45.8,13:35,10:25,23,31,152,61.2
848,Kevin Westgarth,24,LAK,RW,9,17,33,34.0,-11.4,-21.3,-17.9,13,27,32.5,-13.3,9.1,100.0,109.1,63.6,36.4,5:02,4:60,0,2,3,33.3
849,Blake Wheeler,22,BOS,RW,81,905,843,51.8,0.9,4.1,3.2,694,641,52.0,1.4,11.4,94.6,106.1,53.5,46.5,13:33,11:17,36,26,233,63.9
850,Colin White,31,NJD,D,71,1026,908,53.1,-0.6,6.4,2.7,791,687,53.5,-0.5,9.6,91.4,101.0,46.2,53.8,19:00,15:41,12,29,130,52.3
851,Ian White,24,TOR,D,71,1268,1214,51.1,1.2,2.6,2.7,951,921,50.8,0.9,9.5,90.8,100.3,52.7,47.3,22:36,17:45,32,54,313,49.8
852,Todd White,33,ATL,C,82,849,949,47.2,-1.4,-5.8,-4.4,654,740,46.9,-2.5,12.4,88.5,100.9,42.6,57.4,18:03,12:33,57,36,206,72.8
853,Trent Whitfield,31,STL,C,3,17,23,42.5,-11.3,-12.5,-19.1,16,16,50.0,-5.6,18.2,100.0,118.2,15.4,84.6,11:03,9:37,0,0,4,100.0
854,Ray Whitney,36,CAR,LW,82,1202,1046,53.5,1.7,8.2,6.1,892,795,52.9,0.8,9.2,90.5,99.7,52.7,47.3,18:22,13:52,62,41,377,58.1
855,Ryan Whitney,25,TOT,D,48,660,815,44.7,-5.7,0.0,0.0,512,626,45.0,-7.4,9.0,90.8,99.8,57.9,42.1,,,11,27,155,45.8
856,Dennis Wideman,25,BOS,D,79,1357,1279,51.5,1.0,3.3,2.8,1017,973,51.1,0.7,10.7,93.5,104.1,49.4,50.6,24:19,18:04,23,62,399,42.1
857,Jason Williams,28,TOT,RW,80,823,901,47.7,-2.3,0.0,0.0,650,704,48.0,-2.3,9.8,91.4,101.2,51.2,48.8,,,36,27,252,60.7
858,Jeremy Williams,25,TOR,RW,11,107,105,50.5,-4.5,1.0,-4.3,76,72,51.4,-3.5,11.3,89.8,101.1,54.9,45.1,13:26,11:27,1,1,32,65.6
859,Justin Williams,27,TOT,RW,44,552,489,53.0,-0.1,0.0,0.0,418,354,54.1,-0.3,5.4,91.8,97.2,53.5,46.5,,,20,21,184,58.7
860,Brian Willsie,30,COL,RW,42,353,385,47.8,-0.9,-4.6,-3.2,269,283,48.7,-0.2,3.0,93.2,96.2,49.1,50.9,11:47,9:54,12,8,108,54.6

861,Clay Wilson,25,TOT,D,7,46,38,54.8,-0.1,0.0,0.0,36,33,52.2,-4.5,0.0,88.0,88.0,45.7,54.3,,,8,3,21,61.9
862,Landon Wilson,33,DAL,RW,27,177,193,47.8,-2.5,-4.1,-4.5,140,142,49.6,-1.5,11.1,93.5,104.7,47.1,52.9,9:14,8:46,14,5,64,53.1
863,Brad Winchester,27,STL,LW,64,516,648,44.3,-6.7,-11.8,-12.7,400,477,45.6,-7.1,8.0,92.9,100.9,51.4,48.6,12:10,10:30,14,13,159,51.6
864,Jesse Winchester,25,OTT,RW,76,601,636,48.6,-3.1,-2.8,-4.6,457,466,49.5,-2.6,6.2,93.5,99.7,49.0,51.0,10:35,9:52,24,20,163,70.6
865,Daniel Winnik,23,PHX,C,49,407,414,49.6,3.8,-0.8,3.6,325,319,50.5,4.0,6.3,93.5,99.9,41.9,58.1,12:46,10:29,18,2,106,61.3
866,Ty Wishart,20,TBL,D,5,40,46,46.5,1.4,-7.5,1.4,32,31,50.8,5.0,4.2,95.7,99.8,42.9,57.1,10:07,9:34,1,2,7,28.6
867,James Wisniewski,24,TOT,D,48,760,545,58.2,2.8,0.0,0.0,600,425,58.5,2.6,6.6,92.2,98.8,60.6,39.4,,,14,25,189,47.1
868,Brendan Witt,33,NYI,D,65,865,1232,41.2,-10.7,-20.9,-23.0,648,891,42.1,-9.3,5.6,90.1,95.7,34.3,65.7,20:18,16:11,34,38,116,44.8
869,Wojtek Wolski,22,COL,LW,78,909,1069,46.0,-2.7,-9.1,-7.6,684,783,46.6,-3.5,8.0,90.8,98.8,47.7,52.3,18:23,13:32,70,48,282,60.3
