"Rk","Player","Age","Tm","Pos","GP","CF","CA","CF%","CF% rel","C/60","Crel/60","FF","FA","FF%","FF% rel","oiSH%","oiSV%","PDO","oZS%","dZS%","TOI/60","TOI(EV)","TK","GV","SAtt.","Thru%"
870,Jeff Woywitka,25,STL,D,65,785,869,47.5,-3.0,-5.0,-5.4,619,638,49.2,-1.9,9.1,92.9,102.1,47.2,52.8,18:29,15:37,14,23,152,46.7
871,Andy Wozniewski,28,STL,D,1,2,10,16.7,,-71.8,-71.8,2,10,16.7,,0.0,100.0,100.0,100.0,0.0,6:44,6:41,0,1,0,
872,Keith Yandle,22,PHX,D,69,857,897,48.9,4.1,-2.6,3.4,641,672,48.8,3.8,8.6,90.7,99.2,59.4,40.6,16:24,13:29,7,23,239,49.4
873,Stephane Yelle,34,BOS,C,77,596,672,47.0,-5.1,-5.5,-7.8,466,497,48.4,-3.0,7.1,95.0,102.1,44.3,55.7,13:06,10:43,17,13,111,64.9
874,Mike York,31,CBJ,LW,1,13,8,61.9,,28.8,28.8,8,5,61.5,,0.0,100.0,100.0,50.0,50.0,13:15,10:24,0,0,1,100.0
875,Travis Zajac,23,NJD,C,82,1137,910,55.5,2.3,12.6,9.5,891,677,56.8,3.3,9.7,92.9,102.6,50.7,49.3,18:39,13:12,48,20,297,62.3
876,Greg Zanon,28,NSH,D,82,1140,1352,45.7,-6.4,-9.3,-11.7,882,989,47.1,-4.0,7.7,93.4,101.0,41.0,59.0,20:50,16:40,40,31,132,40.9
877,Richard Zednik,33,FLA,RW,70,899,962,48.3,-0.1,-4.1,-2.2,652,755,46.3,-1.6,9.8,92.4,102.2,48.2,51.8,15:34,13:05,22,21,253,60.5
878,John Zeiler,26,LAK,RW,27,94,145,39.3,-11.6,-17.4,-18.7,67,101,39.9,-11.4,4.7,93.9,98.6,49.0,51.0,6:33,6:31,3,3,9,33.3
879,Henrik Zetterberg,28,DET,C,77,1241,848,59.4,3.1,21.9,15.6,961,690,58.2,2.4,8.1,90.9,98.9,51.5,48.5,19:36,14:01,42,41,503,60.4
880,Nikolai Zherdev,24,NYR,RW,82,1200,919,56.6,3.7,15.3,11.9,903,722,55.6,2.3,8.8,91.2,100.0,62.9,37.1,16:50,13:28,41,44,393,56.0
,,,,,,Corsi (EV),Corsi (EV),Corsi (EV),Corsi (EV),Corsi (EV),Corsi (EV),Fenwick (EV),Fenwick (EV),Fenwick (EV),Fenwick (EV),PDO (EV),PDO (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),,,,,,
Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,C/60,Crel/60,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%
881,Marek Zidlicky,31,MIN,D,76,1188,1103,51.9,4.6,4.0,6.8,894,841,51.5,3.9,6.6,91.4,98.0,56.4,43.6,22:06,16:50,12,47,319,46.1
882,Mike Zigomanis,28,PIT,C,22,146,167,46.6,-2.2,-7.2,-5.9,106,128,45.3,-5.7,9.9,89.0,98.9,35.3,64.7,11:26,7:55,6,2,38,60.5
883,Ilya Zubov,21,OTT,C,10,74,69,51.7,1.7,3.6,3.6,51,55,48.1,-3.1,2.8,95.1,97.9,48.8,51.2,10:17,8:25,6,4,19,57.9
884,Sergei Zubov,38,DAL,D,10,155,156,49.8,-3.8,-0.3,-3.2,124,127,49.4,-2.2,10.3,88.0,98.3,53.8,46.3,24:18,17:34,4,11,39,38.5
885,Dainius Zubrus,30,NJD,C,82,1046,851,55.1,2.0,11.0,7.9,780,665,54.0,0.5,8.7,91.7,100.4,51.6,48.4,15:16,12:59,19,25,207,62.8
